10.70161275	-7.459007468	-3.489588617	-1.0223758	0.107778146	-4.455789424	1
11.8150436	9.654117055	3.764056312	2.800227934	-12.00390578	18.1830545	1
17.69123442	-13.44124941	-0.484246827	-11.33991191	9.611886329	-5.141723676	2
-1.364141424	-9.323930968	-0.81090789	2.181387969	0.035381905	-0.431010154	2
-9.377039859	-6.733518479	3.768596145	3.980163897	-11.31489908	10.52025437	3
2.155074853	-11.5430729	4.513003007	-2.734413264	-5.855532861	5.875900244	2
7.93327925	-12.50330816	7.583591433	-5.828437975	-5.859751253	8.493348634	2
1.048652708	1.741792705	-2.308312611	5.411195865	18.83743691	5.9741487	3
5.082702866	-7.321842444	-5.33095195	-0.286381312	-7.02704095	-8.33912065	1
11.63360605	3.669100487	4.603034728	3.167229818	10.06837742	-11.80620207	1
9.339028505	-11.46750327	2.238104636	-2.617388439	-6.745408432	-13.54205072	2
-8.190391755	-11.03816187	8.96834379	0.543215978	5.496105732	0.491190046	2
9.69763154	7.812478359	-12.33954667	3.598832448	-3.203115388	-6.266422908	1
13.85182897	-8.724000068	4.690104232	4.594653507	0.059255713	-8.236570763	2
3.039852918	7.957018749	-11.48745563	4.80031846	1.083175343	-3.754859536	1
2.688276228	-9.777363882	-12.12920256	2.878210336	-11.91160488	-2.129928551	2
-6.088977862	-9.936837801	14.29690716	-2.868922021	-12.58559362	8.949924415	2
-11.10376858	-8.522182033	-0.926064272	6.130320152	9.752058881	-19.85048444	2
5.440908105	4.1757886	10.31066664	4.947601862	1.937444632	6.301874532	3
7.583451361	10.19887506	-5.604587362	6.488806936	-5.688911444	6.763549999	3
4.171344729	-10.98870399	-9.211265603	3.453528547	-3.302189729	14.228687	2
20.00417494	-1.929475002	-14.35576805	2.140478305	11.72838348	4.506470825	1
-13.76740301	-9.927734094	8.956358827	2.071098347	-6.71129722	-13.20150356	2
-10.92723822	-11.56913002	12.19970324	-1.537559462	11.62775074	-3.570151397	2
-5.94225609	-12.07827631	9.793365786	-7.915722332	-4.207036685	-12.39663263	2
-12.18550742	-1.054509475	0.296829721	3.247860649	-2.975795515	3.403198172	3
-19.60134605	5.578525722	-2.086936615	5.510765905	-6.63720799	-8.395260333	3
-0.700276362	-11.58964013	-4.4738554	1.48790182	9.055338574	-8.875825755	2
-2.019332757	-0.783981155	-3.513643974	0.328049812	1.566685086	6.728041394	1
-0.901066513	-9.269223348	2.536071273	2.408210512	-3.217500339	1.23925475	2
0.263875069	-10.71592355	-1.710805799	-0.667879838	-0.369333745	7.052619734	2
-3.588776872	-11.90015447	2.213152132	-1.712201574	1.471656107	3.368126428	2
-6.603155901	-7.493776895	-5.377226306	2.87114892	-9.758274258	17.78690906	3
-16.98785787	3.715911066	3.791149301	6.635180391	-10.89468912	12.47741564	3
-10.363228	-11.68229497	-8.018845044	1.597737923	-13.62032274	-5.639628672	2
-10.0511413	-3.384907248	11.11829865	-0.693333722	-2.707386967	-6.641659908	1
3.570220574	-4.41724809	3.100368088	3.919262207	6.807950683	-4.584075607	3
-4.337175291	-12.34114156	7.379464181	-3.068516494	-16.61512118	-7.754373229	2
-3.317764113	9.987088074	-19.34830016	5.501327491	8.368167062	5.640990752	3
0.876420217	-12.02346214	3.773239372	-7.860805512	-0.439053027	-6.743040921	2
-7.506322641	-4.221815607	-17.5173412	2.06414826	-1.828433621	-31.43368196	1
1.639977438	-11.88102749	-12.01608463	0.853589594	2.25683134	-7.017003228	2
-2.047695861	1.609115277	1.34147193	5.011518682	5.384672755	-5.278902124	3
6.293935067	-9.9499809	0.71552709	-0.496525211	14.19750629	10.64805765	2
-3.674077733	-13.17949512	4.524025429	-2.796976435	10.76600773	6.803739581	2
-4.989441724	1.211794592	3.759221214	4.620826857	-5.663822639	-10.93356228	3
