2016	1	1	45	45	45.6000000000000	1
2016	1	2	44	45	45.7000000000000	1
2016	1	3	45	44	45.8000000000000	1
2016	1	4	44	41	45.9000000000000	1
2016	1	5	41	40	46	1
2016	1	6	40	44	46.1000000000000	1
2016	1	7	44	51	46.2000000000000	1
2016	1	8	51	45	46.3000000000000	1
2016	1	9	45	48	46.4000000000000	1
2016	1	10	48	50	46.5000000000000	1
2016	1	11	50	52	46.7000000000000	1
2016	1	12	52	45	46.8000000000000	1
2016	1	13	45	49	46.9000000000000	2
2016	1	14	49	55	47	1
2016	1	15	55	49	47.1000000000000	1
2016	1	16	49	48	47.3000000000000	2
2016	1	17	48	54	47.4000000000000	1
2016	1	18	54	50	47.5000000000000	2
2016	1	19	50	54	47.6000000000000	1
2016	1	20	54	48	47.7000000000000	1
2016	1	21	48	52	47.8000000000000	1
2016	1	22	52	52	47.9000000000000	2
2016	1	23	52	57	48	1
2016	1	24	57	48	48.1000000000000	1
2016	1	25	48	51	48.2000000000000	2
2016	1	26	51	54	48.3000000000000	2
2016	1	27	54	56	48.4000000000000	2
2016	1	28	56	57	48.4000000000000	2
2016	1	29	57	56	48.5000000000000	1
2016	1	30	56	52	48.6000000000000	1
2016	1	31	52	48	48.7000000000000	1
2016	2	1	48	47	48.8000000000000	1
2016	2	2	47	46	48.8000000000000	1
2016	2	3	46	51	48.9000000000000	1
2016	2	4	51	49	49	1
2016	2	5	49	49	49.1000000000000	1
2016	2	6	49	53	49.1000000000000	1
2016	2	7	53	49	49.2000000000000	1
2016	2	8	49	51	49.3000000000000	2
2016	2	9	51	57	49.4000000000000	2
2016	2	10	57	62	49.4000000000000	2
2016	2	11	62	56	49.5000000000000	2
2016	2	12	56	55	49.6000000000000	2
2016	2	15	55	58	49.9000000000000	2
2016	2	16	58	55	49.9000000000000	2
2016	2	17	55	56	50	2
2016	2	18	56	57	50.1000000000000	1
2016	2	19	57	53	50.2000000000000	1
2016	2	20	53	51	50.4000000000000	1
2016	2	21	51	53	50.5000000000000	1
2016	2	22	53	51	50.6000000000000	1
2016	2	23	51	51	50.7000000000000	2
2016	2	24	51	60	50.8000000000000	2
2016	2	25	60	59	50.9000000000000	2
2016	2	26	59	61	51.1000000000000	2
2016	2	27	61	60	51.2000000000000	2
2016	2	28	60	57	51.3000000000000	1
2016	3	1	53	54	51.5000000000000	2
2016	3	2	54	58	51.6000000000000	2
2016	3	3	58	55	51.8000000000000	2
2016	3	4	55	59	51.9000000000000	2
2016	3	5	59	57	52.1000000000000	2
2016	3	6	57	64	52.2000000000000	2
2016	3	7	64	60	52.4000000000000	1
2016	3	8	60	53	52.5000000000000	2
2016	3	9	53	54	52.7000000000000	2
2016	3	10	54	55	52.8000000000000	2
2016	3	11	55	56	53	2
2016	3	12	56	55	53.1000000000000	1
2016	3	13	55	52	53.3000000000000	2
